mission,date,date_time,latitude,longitude,sample_type,sample_source,snow_thickness,code_operation,station,station_type,cast,bottle,bottom_depth_m,depth_m,filter_type,quality_flag,dilution_factor,no3_um_l,no2_um_l,no2_and_no3,po4_um_l,sioh4_um_l,n_ice_samples_ice_camp_2016,method,pi
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,24,1247,0.881,gff,NA,NA,0.044,0.019,NA,0.005,0.164,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,21,1247,10.295,gff,NA,NA,2.251,0.061,NA,0.273,1.287,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,20,1247,20.366,gff,NA,NA,4.374,0.054,NA,0.531,2.685,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,19,1247,30.106,gff,NA,NA,6.399,0.075,NA,0.647,4.258,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,18,1247,40.188,gff,NA,NA,8.324,0.123,NA,0.745,5.647,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,17,1247,50.17,gff,NA,NA,8.667,0.118,NA,0.774,5.976,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,16,1247,59.762,gff,NA,NA,8.979,0.071,NA,0.793,6.254,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,15,1247,69.422,gff,NA,NA,9.008,0.043,NA,0.801,6.334,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,14,1247,79.986,gff,NA,NA,9.014,0.041,NA,0.802,6.375,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,13,1247,99.691,gff,NA,NA,9.135,0.025,NA,0.817,6.483,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,12,1247,149.254,gff,NA,NA,12.192,0.034,NA,0.902,10.187,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,11,1247,198.956,gff,NA,NA,13.989,0.017,NA,1.073,12.059,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,10,1247,247.847,gff,NA,NA,14.537,0.017,NA,1.086,12.667,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,9,1247,297.126,gff,NA,NA,14.537,0.02,NA,1.087,12.7,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,8,1247,396.22,gff,NA,NA,15.363,0.019,NA,1.11,14.778,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,7,1247,494.852,gff,NA,NA,16.814,0.016,NA,1.22,20.815,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,6,1247,600.016,gff,NA,NA,17.254,0.019,NA,1.277,24.436,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,5,1247,700.457,gff,NA,NA,17.599,0.017,NA,1.307,26.745,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,4,1247,800.157,gff,NA,NA,18.275,0.018,NA,1.402,34.466,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,3,1247,900.322,gff,NA,NA,18.884,0.02,NA,1.472,40.47,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,2,1247,1000.382,gff,NA,NA,19.576,0.02,NA,1.551,47.092,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-01,2016-07-01T23:14:00Z,70.00275,-60.9723166666667,water,rosette,NA,GE_0108-1,G514,NUT,138,1,1247,1239.268,gff,NA,NA,20.804,0.022,NA,1.659,57.257,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,19,1470,0.906,gff,NA,NA,0.949,0.057,NA,0.233,2.787,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,17,1470,5.628,gff,NA,NA,2.231,0.049,NA,0.409,4.277,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,15,1470,10.127,gff,NA,NA,3.533,0.065,NA,0.518,5.258,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,13,1470,15.324,gff,NA,NA,4.04,0.066,NA,0.522,5.709,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,11,1470,19.828,gff,NA,NA,5.376,0.11,NA,0.623,6.768,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,9,1470,24.812,gff,NA,NA,6.443,0.112,NA,0.69,7.545,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,7,1470,30.425,gff,NA,NA,7.071,0.096,NA,0.679,7.745,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,5,1470,40.131,gff,NA,NA,7.626,0.048,NA,0.689,7.791,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,3,1470,49.776,gff,NA,NA,8.281,0.037,NA,0.682,7.666,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T02:20:00Z,69.99736666666666,-61.23825,water,rosette,NA,GE_0109-2,G515,Basic,139,1,1470,99.438,gff,NA,NA,9.817,0.027,NA,0.818,10.565,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,24,1849,0.917,gff,NA,NA,0.716,0.057,NA,0.271,2.628,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,21,1849,9.979,gff,NA,NA,2.552,0.061,NA,0.415,4.717,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,20,1849,19.668,gff,NA,NA,5.34,0.075,NA,0.6,6.968,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,19,1849,29.641,gff,NA,NA,6.154,0.097,NA,0.678,7.688,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,18,1849,39.438,gff,NA,NA,7.336,0.09,NA,0.696,7.835,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,17,1849,49.387,gff,NA,NA,7.676,0.069,NA,0.695,7.794,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,16,1849,59.287,gff,NA,NA,8.051,0.06,NA,0.677,9.003,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,15,1849,69.426,gff,NA,NA,8.201,0.057,NA,0.643,6.986,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,14,1849,79.3,gff,NA,NA,8.512,0.043,NA,0.627,6.609,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,13,1849,98.924,gff,NA,NA,9.264,0.035,NA,0.633,6.662,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,12,1849,124.035,gff,NA,NA,10.214,0.025,NA,0.722,8.387,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,11,1849,148.499,gff,NA,NA,12.158,0.029,NA,0.847,11.253,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,10,1849,173.099,gff,NA,NA,13.673,0.026,NA,0.92,13.237,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,9,1849,197.816,gff,NA,NA,14.503,0.035,NA,0.944,13.916,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,8,1849,247.638,gff,NA,NA,14.828,0.035,NA,0.919,13.226,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,7,1849,297.156,gff,NA,NA,15.191,0.022,NA,0.922,14.048,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,6,1849,395.667,gff,NA,NA,15.534,0.032,NA,0.916,13.954,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,5,1849,593.766,gff,NA,NA,17.038,0.026,NA,1.053,21.518,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,4,1849,790.653,gff,NA,NA,18.268,0.021,NA,1.175,30.664,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,3,1849,889.502,gff,NA,NA,18.474,0.023,NA,1.2,33.468,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,2,1849,987.909,gff,NA,NA,19.554,0.033,NA,1.333,44.024,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T06:08:00Z,69.99253333333333,-61.85555,water,rosette,NA,GE_0111-1,G517,NUT,141,1,1849,1838.987,gff,NA,NA,24.109,0.016,NA,1.826,97.302,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,18,2000,1.21,gff,NA,NA,2.943,0.085,NA,0.511,6.161,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,16,2000,10.298,gff,NA,NA,5.584,0.104,NA,0.736,9.234,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,15,2000,15.902,gff,NA,NA,5.348,0.099,NA,0.716,9.051,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,12,2000,20.356,gff,NA,NA,6.625,0.128,NA,0.769,9.526,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,11,2000,30.362,gff,NA,NA,6.957,0.112,NA,0.76,9.317,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,9,2000,40.113,gff,NA,NA,7.206,0.052,NA,0.746,9.081,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,7,2000,50,gff,NA,NA,7.466,0.029,NA,0.747,9.234,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,5,2000,59.909,gff,NA,NA,7.522,0.047,NA,0.736,8.961,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,3,2000,69.53,gff,NA,NA,7.677,0.033,NA,0.728,8.837,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-02,2016-07-02T14:54:00Z,70.00445,-62.4229,water,rosette,NA,GE_0113-3,G519,Full,143,1,2000,99.635,gff,NA,NA,7.722,0.022,NA,0.682,8.464,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,24,2029,0.804,gff,NA,NA,3.848,0.063,NA,0.647,8.947,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,21,2029,9.736,gff,NA,NA,4.861,0.082,NA,0.746,9.53,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,20,2029,19.67,gff,NA,NA,5.563,0.106,NA,0.776,10.013,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,19,2029,29.638,gff,NA,NA,6.481,0.117,NA,0.814,10.776,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,18,2029,39.492,gff,NA,NA,8.069,0.041,NA,0.891,12.641,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,17,2029,49.3,gff,NA,NA,7.96,0.045,NA,0.855,11.803,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,16,2029,59.291,gff,NA,NA,8.25,0.013,NA,0.807,11.068,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,15,2029,69.336,gff,NA,NA,7.644,0.008,NA,0.763,9.67,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,14,2029,79.122,gff,NA,NA,8.214,0.003,NA,0.776,9.998,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,13,2029,98.977,gff,NA,NA,9.194,0.008,NA,0.792,10.461,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,12,2029,148.771,gff,NA,NA,10.837,0.009,NA,0.835,10.978,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,11,2029,198.096,gff,NA,NA,12.999,0.005,NA,0.916,13.461,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,10,2029,247.625,gff,NA,NA,14.774,0.004,NA,0.985,15.582,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,9,2029,296.885,gff,NA,NA,15.369,0.007,NA,0.993,15.897,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,8,2029,395.62,gff,NA,NA,15.908,0,NA,1.001,17.885,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,7,2029,494.414,gff,NA,NA,16.545,0.001,NA,1.047,20.193,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,6,2029,593.607,gff,NA,NA,17.272,0.002,NA,1.101,23.747,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,5,2029,691.929,gff,NA,NA,17.812,0.001,NA,1.157,28.192,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,4,2029,790.215,gff,NA,NA,18.264,0,NA,1.212,33.46,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,3,2029,889.128,gff,NA,NA,18.642,0,NA,1.265,38.365,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,2,2029,987.773,gff,NA,NA,19.086,0.001,NA,1.319,43.083,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T03:10:00Z,69.99716666666667,-63.01785,water,rosette,NA,GE_0114-1,G521,NUT,146,1,2029,2020.193,gff,NA,NA,24.001,0.006,NA,1.826,100.067,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,18,2113,1.377,gff,NA,NA,1.627,0.06,NA,0.571,6.774,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,16,2113,5.305,gff,NA,NA,1.672,0.059,NA,0.587,6.822,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,14,2113,10.213,gff,NA,NA,2.199,0.065,NA,0.643,7.299,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,12,2113,15.033,gff,NA,NA,2.589,0.063,NA,0.648,7.503,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,11,2113,19.994,gff,NA,NA,3.435,0.082,NA,0.715,8.06,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,8,2113,24.849,gff,NA,NA,4.297,0.123,NA,0.772,8.702,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,7,2113,30.401,gff,NA,NA,6.016,0.113,NA,0.868,10.864,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,5,2113,40.138,gff,NA,NA,7.2,0.086,NA,0.92,12.436,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,3,2113,50.18,gff,NA,NA,8.049,0.052,NA,0.95,13.416,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-03,2016-07-03T14:22:00Z,70.5113,-63.9873666666667,water,rosette,NA,GE_0115-2,G600,Full,147,1,2113,99.693,gff,NA,NA,10.224,0.001,NA,1.001,14.859,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,21,2115,0.962,gff,NA,NA,2.007,0.074,NA,0.617,7.188,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,20,2115,9.667,gff,NA,NA,1.948,0.059,NA,0.586,7.188,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,19,2115,20.058,gff,NA,NA,3.207,0.091,NA,0.681,7.566,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,18,2115,29.686,gff,NA,NA,3.917,0.111,NA,0.72,8.367,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,17,2115,39.604,gff,NA,NA,5.525,0.138,NA,0.788,10.18,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,16,2115,49.84,gff,NA,NA,7.885,0.119,NA,0.865,12.93,NA,colorimetry/autoanalyser,"Tremblay, J. E."
amundsen_2016,2016-07-04,2016-07-04T03:00:00Z,70.5135,-63.4069166666667,water,rosette,NA,GE_0117-1,G602,NUT,151,15,2115,59.803,gff,NA,NA,9.768,0.016,NA,0.93,15.427,NA,colorimetry/autoanalyser,"Tremblay, J. E."
